0116240101;1410530420160828;サングレーザー　　　　　　　　　　　;1800;1;1;1;11;11;A3;102;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;09;　　　　;01;0;1516;540;武豊　　　　;浅見秀一　　;   6.2;02; 40; 22;-12; 17;  1;   ;   ;   ;   ;   ;   ;3;3;15;3;7;M;S;-18.5;-13.8;-28.3;-27.7;サトノアレス;002;379;351;                        ;  ;   1.0;   6.0;   1.0;07;07;03;02; -9; -2;10355;10284;474;  0;1;5;4;    620;    100;  500;  400;31;21;3;    
0116240102;1410585120160828;ビービーガウディ　　　　　　　　　　;1800;1;1;1;11;11;A3;102;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;09;　　　　;03;0;1520;540;内田博幸　　;久保田貴士　;  21.2;04; 35; 19;-12; 15;  1;   ;   ;   ;   ;   ;   ;3;3;18;3;7;M;S;-20.5;-10.8;-33.9;-27.7;サングレーザ;004;381;348;                        ;  ;   1.7;  20.2;   1.7;08;08;08;07;-11; -9;30113;10377;452;- 6;1;5;4;       ;    170;  130;    0;31;21;4;    
0116240103;1410549320160828;サトノアレス　　　　　　　　　　　　;1800;1;1;1;11;11;A3;102;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;09;　　　　;02;0;1518;540;Ｃ．ルメール;藤沢和雄　　;   1.2;01; 36; 21;-12; 15;   ;   ;   ;   ;   ;   ;   ;2;3;17;2;3;M;S;-13.5;-15.8;-29.3;-27.7;サングレーザ;002;373;353;                        ;  ;   1.0;   1.2;   1.0;02;03;03;04; -3; -2;70234;10256;500;+ 4;1;5;2;       ;    100;  200;    0;31;31;2;    
0116240104;1410073220160828;コスモスコーチ　　　　　　　　　　　;1800;1;1;1;11;11;A3;102;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;09;　　　　;06;0;1530;540;松岡正海　　;中野栄治　　;  91.8;07; 25; 11;-12; 14;   ;   ;   ;   ;   ;   ;   ;1;3;18;3;2;M;S;-14.5;-24.8;-31.7;-27.7;サングレーザ;014;374;362;                        ;  ;   5.0;  47.9;   3.7;04;05;07;07; -4; -5;10500;10315;442;- 2;1;5;3;       ;       ;    0;    0;31;31;2;    
0116240105;1410430220160828;ジャガーゲイム　　　　　　　　　　　;1800;1;1;1;11;11;A3;102;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;09;　　　　;09;0;1560;540;黛弘人　　　;栗田博憲　　; 164.3;09;  3;-13;-12; 14;  2;   ;   ;   ;   ;   ;   ;2;3;18;3;3;M;S;-23.5;-47.8;-35.3;-27.7;サングレーザ;044;385;385;                        ;  ;  10.9;  93.9;   8.4;09;09;09;09;-15;-12;10529;10212;444;+10;1;5;4;       ;       ;    0;    0;31;22;2;    
0116240106;1410085620160828;ジュンキタフーレン　　　　　　　　　;1800;1;1;1;11;11;A3;102;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;09;　　　　;04;0;1524;540;田中博康　　;二本柳俊一　;  36.7;05; 30; 16;-12; 14;   ;   ;   ;   ;   ;   ;   ;2;3;18;2;3;M;M;-10.5;-23.8;-27.7;-27.7;サングレーザ;008;370;361;                        ;  ;   2.5;  34.0;   2.6;01;01;01;01;  2;  1;10524;10238;486;- 2;1;5;1;       ;       ;   75;    0;31;31;1;    
0116240107;1410081020160828;マイネルヴィレ　　　　　　　　　　　;1800;1;1;1;11;11;A3;102;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;09;　　　　;08;0;1531;540;丹内祐次　　;宗像義忠　　;  67.1;06; 24; 10;-12; 14;   ;   ;   ;   ;   ;   ;   ;2;3;18;2;3;M;S;-12.5;-29.8;-28.5;-27.7;サングレーザ;015;372;367;                        ;  ;   3.8;  40.0;   3.3;02;02;02;02; -2; -1;10515;10289;466;+ 4;1;5;2;       ;       ;    0;    0;31;31;2;    
0116240108;1410041320160828;シゲルヤマアラシ　　　　　　　　　　;1800;1;1;1;11;11;A3;102;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;09;　　　　;05;0;1530;530;長岡禎仁　　;松山将樹　　;  94.2;08; 24; 10;-12; 14;   ;   ;   ;   ;   ;   ;   ;1;3;18;2;7;M;S;-14.5;-25.8;-30.9;-27.7;サングレーザ;014;374;363;                        ;  ;   7.0;  36.6;   7.0;04;04;05;05; -4; -4;10562;10410;488;- 2;1;5;2;       ;       ;   50;    0;31;31;2;    
0116240109;1410364620160828;カロス　　　　　　　　　　　　　　　;1800;1;1;1;11;11;A3;102;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;09;　　　　;07;0;1531;540;池添謙一　　;池添兼雄　　;   8.0;03; 24; 10;-12; 14;   ;   ;   ;   ;   ;   ;   ;3;3;18;2;3;M;S;-16.5;-26.8;-30.9;-27.7;サングレーザ;015;376;364;                        ;  ;   1.1;   8.9;   1.1;06;06;05;05; -6; -4;10455;10336;466;-10;1;5;3;       ;       ;    0;    0;31;31;3;    
0116240201;1310580220160828;クレスクント　　　　　　　　　　　　;1700;2;1;1;11;12;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;13;0;1482;540;川田将雅　　;中内田充正　;  10.4;04; 30; 26;-10;  3;  1;   ;   ;   ;   ;   ;   ;2;3;38;1;7;S;S;-16.8;-12.6;-14.5; -8.3;アッキー　　;021;380;388;                        ;  ;   2.5;   8.7;   2.7;06;06;06;06; -6; -8;10512;10446;528;+18;1;5;3;       ;       ;    0;    0;22;22;1;    
0116240202;1310054120160828;ブラックインパクト　　　　　　　　　;1700;2;1;1;11;12;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;08;0;1477;540;内田博幸　　;加用正　　　;  30.2;10; 34; 30;-10;  3;   ;  1;   ;   ;   ;   ;   ;5;3;38;2;3;S;S;-27.8; -5.6;-16.4; -8.3;アッキー　　;016;390;382;                        ;  ;   8.2;  13.3;   4.8;12;13;08;06;-16; -9;30113;10297;430;- 6;1;5;4;       ;       ;    0;    0;22;13;5;    
0116240203;1310337620160828;ルージュバローズ　　　　　　　　　　;1700;2;1;1;11;12;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;09;0;1477;540;菱田裕二　　;角田晃一　　;  11.1;05; 33; 30;-10;  3;   ;   ;   ;   ;   ;   ;   ;2;3;38;3;2;S;S;-27.8; -3.6;-19.1; -8.3;アッキー　　;016;390;379;                        ;  ;   2.3;   8.5;   3.1;12;11;10;10;-16;-12;10564;10430;456;+ 8;1;5;4;       ;       ;    0;    0;22;12;2;    
0116240204;1310233520160828;ガーデンタイム　　　　　　　　　　　;1700;2;1;1;11;12;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;11;0;1482;520;井上敏樹　　;湯窪幸雄　　; 306.0;13; 27; 24;-10;  3;   ;   ;   ;   ;   ;   ;   ;3;3;38;2;7;S;S;-20.8; -5.6;-23.7; -8.3;アッキー　　;021;382;380;                        ;  ;  45.0; 140.3;  19.0;08;09;13;13; -8;-16;10571;10366;460;- 2;1;5;3;       ;       ;    0;    0;22;22;3;    
0116240205;1310260720160828;ジャンボスピリット　　　　　　　　　;1700;2;1;1;11;12;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;06;0;1475;540;Ｃ．デムーロ;田島俊明　　;  22.2;09; 36; 32;-10;  3;  1;   ;   ;   ;   ;   ;   ;4;3;38;3;3;S;S;-18.8; -6.6;-13.6; -8.3;アッキー　　;014;382;382;                        ;  ;   3.8;  15.7;   2.0;08;06;06;06; -8; -7;70298;10421;452;+ 4;1;5;4;       ;       ;    0;    0;22;22;4;    
0116240206;1310048520160828;モエルオンナ　　　　　　　　　　　　;1700;2;1;1;11;12;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;05;0;1474;540;戸崎圭太　　;菊沢隆徳　　;  14.1;06; 36; 33;-10;  3;   ;   ;   ;   ;   ;   ;   ;2;3;38;3;3;S;S;-14.8; -8.6;-11.9; -8.3;アッキー　　;013;377;384;                        ;  ;   3.4;  11.0;   2.8;03;03;03;03; -3; -4;30468;10424;460;+ 8;1;5;2;       ;       ;   48;    0;22;22;1;    
0116240207;1310361520160828;クインズエリカ　　　　　　　　　　　;1700;2;1;1;11;12;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;04;0;1473;540;Ｃ．ルメール;加藤征弘　　;   2.1;01; 38; 34;-10;  3;  1;   ;   ;   ;   ;   ;   ;3;3;38;3;2;S;S;-14.8; -5.6;-12.7; -8.3;アッキー　　;012;378;381;                        ;  ;   1.1;   3.7;   1.3;04;04;05;05; -4; -6;70234;10369;482;+ 2;1;5;2;       ;       ;   72;    0;22;22;3;    
