0416180101;1310177120160522;オヒアレフア　　　　　　　　　　　　;1200;2;2;1;10;12;A3;020;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;10;0;1139;510;藤田菜七子　;粕谷昌央　　;  60.3;12; 25; 24; -8;   ;  1;   ;   ;   ;   ;   ;   ;3;3;38;3;3;H;S;-20.0;-10.0;-16.0;  6.0;アデレードヒ;019;362;378;                        ;  ;   9.8;  26.7;   6.2;00;13;14;15;-22;-21;10584;10407;446;+ 6;1;4;4;       ;       ;    0;    0;33;33;2;    
0416180102;1310373720160522;メイショウレオネス　　　　　　　　　;1200;2;2;1;10;12;A3;020;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;06;0;1131;520;長岡禎仁　　;荒川義之　　;  25.2;09; 33; 33; -8;   ;   ;   ;   ;   ;   ;   ;   ;5;3;38;3;7;H;S;-13.0; -7.0;-10.0;  6.0;アデレードヒ;011;355;376;                        ;  ;   3.5;  19.0;   4.1;00;09;10;10;-15;-15;10562;10406;430;  0;1;4;3;       ;       ;    0;    0;33;33;1;    
0416180103;1310414720160522;ミディ　　　　　　　　　　　　　　　;1200;2;2;1;10;12;A3;020;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;07;0;1131;540;木幡初広　　;田島俊明　　;  25.4;10; 36; 35; -8;   ;  1;   ;   ;   ;   ;   ;   ;2;3;38;3;3;H;H;  2.0;-20.0;  6.0;  6.0;アデレードヒ;011;342;390;                        ;  ;   4.7;  31.6;   3.8;00;02;02;02; -2; -1;10313;10421;436;+ 6;1;4;1;       ;       ;    0;    0;33;33;2;    
0416180104;1310096120160522;ダズリングベリー　　　　　　　　　　;1200;2;2;1;10;12;A3;020;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;04;0;1130;540;丹内祐次　　;武井亮　　　;  17.6;07; 37; 36; -8;   ;  1;   ;   ;   ;   ;   ;   ;4;3;38;3;3;H;S;-10.0; -6.0; -7.0;  6.0;アデレードヒ;010;354;376;                        ;  ;   3.5;  10.3;   2.6;00;12;10;10;-14;-14;10515;10456;508;   ;1;4;3;       ;       ;   75;    0;33;33;4;    
0416180105;1310051820160522;セトノチーター　　　　　　　　　　　;1200;2;2;1;10;12;A3;020;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;05;0;1130;540;菱田裕二　　;鈴木孝志　　;  15.5;05; 36; 36; -8;   ;   ;   ;   ;   ;   ;   ;   ;3;3;38;3;2;H;M; -6.0;-11.0; -3.0;  6.0;アデレードヒ;010;349;381;                        ;  ;   2.6;  23.9;   3.2;00;08;08;06; -9; -9;10564;10420;440;- 2;1;4;3;       ;       ;   50;    0;33;33;1;    
0416180106;1310414520160522;ハヤブサレディゴー　　　　　　　　　;1200;2;2;1;10;12;A3;020;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;02;0;1124;540;吉田隼人　　;伊藤圭三　　;   1.9;01; 42; 42; -8;   ;   ;   ;   ;   ;   ;   ;   ;2;3;37;2;2;H;H;  1.0;-12.0;  4.0;  6.0;アデレードヒ;004;342;382;                        ;  ;   1.1;   2.1;   1.1;00;03;02;02; -2; -2;10510;10330;482;+ 2;1;4;1;       ;    110;  200;    0;33;33;3;    
0416180107;1310517120160522;マイエクトミューズ　　　　　　　　　;1200;2;2;1;10;12;A3;020;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;13;0;1140;540;勝浦正樹　　;金成貴史　　;  66.7;13; 27; 26; -8;   ;   ;  1;   ;   ;   ;   ;   ;2;3;38;4;7;H;M; -2.0;-24.0;  1.0;  6.0;アデレードヒ;020;345;395;                        ;  ;   7.6;  64.9;   5.9;00;03;04;04; -5; -5;10442;10441;478;+ 2;1;4;2;       ;       ;    0;    0;33;33;3;    
0416180108;1310471420160522;フェアリーレディ　　　　　　　　　　;1200;2;2;1;10;12;A3;020;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;15;0;1157;540;黛弘人　　　;大和田成　　; 450.7;15;  9;  9; -8;   ;   ;   ;   ;   ;   ;   ;   ;2;3;38;4;7;H;S;-16.0;-28.0;-13.0;  6.0;アデレードヒ;037;359;398;                        ;  ;  49.2; 207.2;  22.3;00;10;13;14;-19;-19;10529;10433;438;+ 4;1;4;4;       ;       ;    0;    0;33;33;1;    
0416180109;1310401720160522;マーブルフレンテ　　　　　　　　　　;1200;2;2;1;10;12;A3;020;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;08;0;1134;510;木幡巧也　　;池添兼雄　　;  12.9;04; 30; 29; -8;   ;  1;   ;   ;   ;   ;   ;   ;2;3;38;3;2;H;M; -8.0;-16.0; -5.0;  6.0;アデレードヒ;014;350;384;                        ;  ;   2.7;  15.7;   2.9;00;10;09;09;-10;-10;10582;10336;490;+22;1;4;3;       ;       ;    0;    0;33;33;2;    
0416180110;1310265220160522;ワンダープニヒール　　　　　　　　　;1200;2;2;1;10;12;A3;020;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;12;0;1139;520;井上敏樹　　;牧田和弥　　;   8.6;03; 26; 25; -8;   ;  1;   ;   ;   ;   ;   ;   ;5;3;38;3;7;H;S;-14.0;-13.0;-11.0;  6.0;アデレードヒ;019;357;382;                        ;  ;   2.0;   6.3;   2.1;00;14;12;12;-17;-17;10571;10432;438;+10;1;4;4;       ;       ;    0;    0;33;33;4;    
