0115230101;1310260020150829;ハビトゥス　　　　　　　　　　　　　;1500;1;1;1;11;11;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;13;0;1330;540;菱田裕二　　;松田博資　　; 217.0;12;  8;  0;-16;  8;   ;   ;   ;   ;   ;   ;   ;3;3;18;3;3;S;S;-30.0;-29.6;-29.3;-15.0;スミレ　　　;025;378;371;                        ;  ;  23.1; 134.2;  16.8;10;11;11;13;-15;-13;10564;10219;434;- 2;1;5;4;       ;       ;    0;    0;22;12;2;    
0115230102;1310552220150829;デルマオイチ　　　　　　　　　　　　;1500;1;1;1;11;11;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;08;0;1315;540;Ｃ．ウィリア;鹿戸雄一　　; 185.1;11; 26; 17;-16;  8;  1;   ;   ;   ;   ;   ;   ;4;3;18;3;3;S;S;-31.0;-12.6;-30.5;-15.0;スミレ　　　;010;380;354;                        ;  ;  28.7; 136.4;  18.8;13;13;13;11;-17;-15;70263;10408;388;+ 2;1;5;4;       ;       ;    0;    0;22;12;4;    
0115230103;1310613820150829;スミレ　　　　　　　　　　　　　　　;1500;1;1;1;11;11;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;01;0;1305;540;Ｊ．モレイラ;加藤征弘　　;   7.5;04; 37; 28;-16;  9;   ;   ;   ;   ;   ;   ;   ;1;3;15;2;2;S;S;-15.0;-17.6;-15.0;-15.0;ジュアンマリ;000;363;359;                        ;  ;   1.6;   8.1;   1.5;01;01;01;01;  1;  1;70314;10369;440;  0;1;5;1;    750;    190;  500;  400;22;22;1;    
0115230104;1310346420150829;ルーレットクイーン　　　　　　　　　;1500;1;1;1;11;11;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;10;0;1318;540;蛯名正義　　;武井亮　　　; 102.7;10; 23; 14;-16;  8;   ;  1;   ;   ;   ;   ;   ;3;3;18;2;3;S;S;-30.0;-16.6;-29.3;-15.0;スミレ　　　;013;378;359;                        ;  ;  10.3;  98.1;  12.6;12;11;11;08;-15;-13;10349;10456;444;- 2;1;5;4;       ;       ;    0;    0;22;12;4;    
0115230105;1310589420150829;レーヌドコロール　　　　　　　　　　;1500;1;1;1;11;11;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;04;0;1309;540;池添謙一　　;角田晃一　　;  24.1;07; 32; 24;-16;  8;   ;   ;   ;   ;   ;   ;   ;1;3;18;2;2;S;S;-19.0;-18.6;-18.3;-15.0;スミレ　　　;004;367;360;                        ;  ;   3.6;  20.1;   3.3;06;03;03;03; -4; -3;10455;10430;482;- 8;1;5;3;       ;       ;   75;    0;22;22;1;    
0115230106;1310491120150829;ジュアンマリエ　　　　　　　　　　　;1500;1;1;1;11;11;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;02;0;1305;540;戸崎圭太　　;池上昌弘　　;   6.3;03; 36; 28;-16;  8;   ;   ;   ;   ;   ;   ;   ;2;3;17;3;7;S;S;-16.0;-16.6;-16.1;-15.0;スミレ　　　;000;364;358;                        ;  ;   1.7;   9.9;   2.0;02;02;02;02; -1; -1;30468;10260;440;  0;1;5;1;       ;    190;  200;    0;22;22;2;    
0115230107;1310578720150829;アドルナメンテ　　　　　　　　　　　;1500;1;1;1;11;11;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;03;0;1308;540;岩田康誠　　;須貝尚介　　;   2.4;01; 33; 25;-16;  8;   ;   ;   ;   ;   ;   ;   ;2;3;18;3;7;S;S;-23.0;-14.6;-21.6;-15.0;スミレ　　　;003;371;356;                        ;  ;   1.1;   2.4;   1.2;06;07;05;05; -8; -6;30182;10414;448;- 6;1;5;3;       ;    110;  130;    0;22;22;1;    
0115230108;1310514820150829;マーチン　　　　　　　　　　　　　　;1500;1;1;1;11;11;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;09;0;1316;540;Ｍ．デムーロ;伊藤伸一　　;  24.4;08; 25; 16;-16;  8;  1;   ;   ;   ;   ;   ;   ;3;3;18;3;3;S;S;-18.0;-24.6;-18.4;-15.0;スミレ　　　;011;367;366;                        ;  ;   4.4;  16.7;   3.6;03;03;04;03; -4; -4;70176;10340;418;+12;1;5;2;       ;       ;    0;    0;22;22;2;    
0115230109;1310205420150829;アビス　　　　　　　　　　　　　　　;1500;1;1;1;11;11;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;05;0;1310;540;柴山雄一　　;鈴木孝志　　;  14.7;05; 30; 22;-16;  8;   ;   ;   ;   ;   ;   ;   ;3;3;18;3;2;S;S;-22.0;-16.6;-21.6;-15.0;スミレ　　　;005;370;358;                        ;  ;   2.6;  14.0;   2.3;05;06;05;05; -7; -6;30378;10420;436;  0;1;5;3;       ;       ;   50;    0;22;22;3;    
0115230110;1310405120150829;ヤマカツサファイヤ　　　　　　　　　;1500;1;1;1;11;11;A3;022;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;13;　　　　;06;0;1313;540;三浦皇成　　;池添兼雄　　;  25.1;09; 27; 19;-16;  8;   ;   ;   ;   ;   ;   ;   ;3;3;18;3;7;S;S;-27.0;-15.6;-26.0;-15.0;スミレ　　　;008;375;357;                        ;  ;   3.2;  25.2;   3.3;09;09;09;08;-12;-10;10542;10336;488;- 8;1;5;4;       ;       ;    0;    0;22;12;1;    
