0415180101;1210421920150524;カムヒア　　　　　　　　　　　　　　;1200;2;2;1;11;12;A3;000;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;05;0;1128;510;義英真　　　;牧浦充徳　　;  30.5;08; 26; 26;-17;   ;   ;   ;   ;   ;   ;   ;   ;2;3;38;3;2;H;S;-15.4;-12.1;-13.5; -1.5;マルカメテオ;010;353;375;                        ;  ;   3.7;  28.3;   3.3;00;05;07;07;-10;-10;10575;10422;456;- 4;1;4;3;       ;       ;   50;    0;33;33;2;    
0415180102;1210347520150524;アメリカンマッスル　　　　　　　　　;1200;2;2;1;11;12;A3;000;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;06;0;1129;530;城戸義政　　;藤岡健一　　;  24.9;07; 25; 25;-17;   ;   ;   ;   ;   ;   ;   ;   ;1;3;38;2;2;H;M;-13.4;-15.1;-11.5; -1.5;マルカメテオ;011;351;378;                        ;  ;   3.7;  34.8;   4.5;00;05;04;05; -8; -8;10569;10372;520;+12;1;4;2;       ;       ;    0;    0;33;33;1;    
0415180103;1210184820150524;ユキンコ　　　　　　　　　　　　　　;1200;2;2;1;11;12;A3;000;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;14;0;1151;540;Ｌ．オールプ;天間昭一　　;  83.6;10;  6;  6;-17;   ;   ;   ;   ;   ;   ;   ;   ;4;3;38;3;3;H;S;-16.4;-30.1;-14.5; -1.5;マルカメテオ;033;356;395;                        ;  ;   9.9;  58.6;   6.6;00;05;09;09;-13;-13;70225;10400;422;+ 2;1;4;3;       ;       ;    0;    0;33;33;3;    
0415180104;1210278120150524;オーゴンマリア　　　　　　　　　　　;1200;2;2;1;11;12;A3;000;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;03;0;1121;540;大野拓弥　　;高木登　　　;  33.5;09; 36; 36;-17;   ;   ;   ;   ;   ;   ;   ;   ;3;3;38;3;7;H;M; -8.4; -8.1; -6.5; -1.5;マルカメテオ;003;348;373;                        ;  ;   3.7;  28.1;   3.3;00;03;03;03; -5; -5;10516;10398;460;+ 6;1;4;2;       ;    440;  130;    0;33;33;1;    
0415180105;1210166820150524;ハイスピードバイオ　　　　　　　　　;1200;2;2;1;11;12;A3;000;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;12;0;1147;540;丹内祐次　　;松山将樹　　; 247.1;14; 12; 10;-17;   ;  1;  1;   ;   ;   ;   ;   ;4;3;38;2;2;H;S;-23.4;-18.1;-20.5; -1.5;マルカメテオ;029;364;384;                        ;  ;  33.5; 159.5;  24.6;00;14;13;13;-21;-20;10515;10410;434;  0;1;4;4;       ;       ;    0;    0;33;33;5;    
0415180106;1210437920150524;プリンセスケイ　　　　　　　　　　　;1200;2;2;1;11;12;A3;000;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;02;0;1120;540;丸山元気　　;古賀慎明　　;  10.2;03; 37; 37;-17;   ;   ;   ;   ;   ;   ;   ;   ;1;3;37;3;2;H;H; -3.4;-12.1; -1.5; -1.5;マルカメテオ;002;343;377;                        ;  ;   1.7;  14.0;   2.2;00;01;01;01;  1;  1;10547;10389;452;+ 8;1;4;1;       ;    210;  200;    0;33;33;1;    
0415180107;1210613220150524;スーパールミナル　　　　　　　　　　;1200;2;2;1;11;12;A3;000;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;10;0;1143;540;松田大作　　;音無秀孝　　;  13.9;05; 15; 14;-17;   ;  1;   ;   ;   ;   ;   ;   ;2;3;38;2;7;H;S;-15.4;-22.1;-13.5; -1.5;マルカメテオ;025;356;387;                        ;  ;   2.8;  14.1;   2.3;00;09;09;09;-13;-13;10451;10316;482;+ 8;1;4;3;       ;       ;    0;    0;33;33;2;    
0415180108;1210413520150524;マルカメテオ　　　　　　　　　　　　;1200;2;2;1;11;12;A3;000;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;01;0;1118;560;川須栄彦　　;羽月友彦　　;   1.5;01; 41; 39;-17;  2;   ;   ;   ;   ;   ;   ;   ;2;3;35;3;2;H;H; -4.4; -9.1; -2.5; -1.5;プリンセスケ;002;344;374;                        ;  ;   1.1;   1.5;   1.1;00;01;02;02; -1; -1;10548;10401;462;- 6;1;4;1;    150;    110;  500;  400;33;33;2;    
0415180109;1210606920150524;ヤマニンブルーテ　　　　　　　　　　;1200;2;2;1;11;12;A3;000;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;13;0;1149;540;伊藤工真　　;星野忍　　　; 165.9;11;  9;  8;-17;   ;  1;   ;   ;   ;   ;   ;   ;3;3;38;2;2;H;S;-28.4;-15.1;-26.5; -1.5;マルカメテオ;031;369;380;                        ;  ;  27.0; 142.0;  13.5;00;15;15;15;-26;-26;10539;10335;454;+ 8;1;4;4;       ;       ;    0;    0;33;33;2;    
0415180110;1210520720150524;メイショウラガール　　　　　　　　　;1200;2;2;1;11;12;A3;000;3; ;　　　　　　　　　　　　　　　　　　　　　　　　　;15;　　　　;11;0;1144;540;鮫島良太　　;武田博　　　; 292.4;15; 13; 13;-17;   ;   ;   ;   ;   ;   ;   ;   ;3;3;38;4;2;H;S;-22.4;-17.1;-20.5; -1.5;マルカメテオ;026;362;382;                        ;  ;  35.2; 167.8;  17.8;00;12;13;13;-19;-19;10519;10178;412;- 6;1;4;4;       ;       ;    0;    0;33;33;1;    
